symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
IDH2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	1	0	0	1	1	0	0.756635	0	-0.646801416961867	-0.4790573645000093	0	No data	-1	-0.07632750000000002	0.75	-1
IRF5	0.03293367149523676	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.27086694426917785	No data	No data	No data	0	0	0	0	0	0.27043000000000034	No data	-0.3823713273598667	-0.632939079468739	0	No data	No data	0	-1	0
MRGPRX1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	1	0	1	1	0	0	0	No data	-0.6467226559701269	0	No data	No data	-0.580745	No data	No data
MAFK	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	1	1	0	0.9038449999999998	No data	-0.2199416545113565	No data	0	-1	No data	-0.375	-1	-1
NDUFA12	0.01404403447801867	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.115506851546208	No data	No data	1	0	0	0	0	0	0.4482750000000003	No data	0.6098145446968117	0	0	No data	No data	No data	0.5	-1
POLA2	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.15551999999999994	No data	-0.31735778287143157	No data	-1	No data	No data	No data	-1	0
RHOV	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	1	0	0	0	0	0.9576250000000002	No data	-0.46759741612836003	No data	0	No data	No data	0	0.5	0
PIEZO1	0.024392270409190318	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.20061716321183495	No data	No data	No data	1	0	0	0	0	0.10551499999999976	No data	-0.3994582204625964	-0.9186887567382526	0	No data	No data	0	-1	0
AKT1	0.03303633256598251	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.27171129259919397	No data	No data	1	0	0	1	1	1	0.9166649999999997	1	-0.7339028964367577	-0.9433490267504252	0	-1	-1	-0.5572925000000002	-1	-1
HCRT	0.00201215698661671	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01654922726831635	No data	No data	No data	0	0	0	0	0	0.08397000000000006	No data	0.8712231714940613	-0.8878982501711399	0	No data	No data	No data	1	1
LGI1	0.0077542860858954175	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0637760590215177	No data	No data	No data	0	1	0	0	0	0.8473950000000002	No data	-0.8975828297561992	-0.8154565501999019	0	No data	No data	0	0.75	0.5
PIK3CB	0.02549587691970714	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.20969390775950847	No data	No data	0.75	0	0	1	1	0	0.7663550000000001	1	-0.8220462596374245	-0.9228208451359599	0	No data	No data	0	-1	-1
MBP	0.04380167663432125	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.36025216033144714	No data	No data	No data	1	0	0	0	0	0	No data	-0.15065638674723902	-0.7337267052489033	0	No data	No data	No data	1	-1
FASLG	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	0.75	1	1	0	0	0	0	No data	-0.23911231506563868	-0.9328224210938252	0	No data	No data	0	0.5	0.5
CLOCK	0.03104470779351495	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.25533093499688087	No data	No data	No data	0	0	0	0	0	0.8049649999999999	No data	-0.8285059387372369	-0.9200694459012315	0	-1	No data	0	-1	-1
GGT1	0.014783194187388075	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	0	0	1	1	0	0	No data	-0.2104605126067931	-0.7271500341133865	0	No data	No data	0	0.5	0
IFNG-AS1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ABCB1	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	0.75	1	0	1	1	0	0.359375	0	-0.5326109606167952	-0.8509059500783042	0	-1	No data	-0.40039000000000013	0.5	0
ERVFRD-1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	1	0	0	0	0	0	No data	0.510731402375495	-0.7885248426448926	0	No data	No data	0	1	0.5
FCGR3A	0.010050996747048072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08266563222767659	No data	No data	0.5	1	1	0	0	0	0	No data	0.6125234423838299	0	0	No data	No data	-0.72441	0.5	-1
RGMA	0.047378084149163856	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.38966675430244874	No data	No data	0.5	0	1	0	0	0	0.6	No data	-0.3583038132944364	-0.5846356327658292	0	No data	No data	0	0.5	0
STAT1	0.006652437384324632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0547137717850459	No data	No data	No data	0	0	1	1	0	0.6733350000000001	No data	-0.902583871639925	-0.9238781736821355	0	No data	No data	0	-1	-1
TTN	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.4744500000000002	No data	-0.6862888101687852	-0.979547569808882	0	No data	No data	No data	0.5	0
