symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
RIMS2	0.35294027318034527	0.5805599495319902	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.5861849999999997	No data	-0.8806001250260471	-0.6776197779885201	0	No data	No data	0	0.5	0
C20orf203	0.3526932061229155	0.5801535429830862	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	No data	No data	No data	No data	No data	No data	-1	1
UACA	0.3518785504089347	0.578813496192923	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.07834965617837053	-0.8797060038208734	0	No data	No data	0	0.5	-1
PRMT8	0.35107792424564127	0.5774965269483333	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	1	1	0	0.9238599999999998	1	-0.7518232965201084	-0.24707193638044772	0	No data	No data	-0.3020299999999999	1	0.5
SLC6A15	0.3508733033910835	0.577159941180082	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	1	0	0.5684950000000001	No data	-0.37393206918107935	0	0	No data	No data	-0.15753500000000004	0.5	0.5
KCTD16	0.3482894257109568	0.5729096585981203	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8130850000000003	No data	-0.8871639924984371	-0.05377051238253633	0	No data	No data	-0.053737500000000084	0.5	0.5
IL12B	0.34713250112205346	0.5710066054982469	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	1	0	0	0	0	No data	0.01083559074807261	-0.7719200804355791	0	No data	No data	No data	0.5	1
TFAP2D	0.3460690095281915	0.5692572425805593	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9778750000000003	No data	-0.8221504480100021	0	0	-1	No data	0	No data	No data
ZNF804B	0.34479345677981715	0.5671590551661602	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	No data	0.11554490518858085	No data	0	No data	No data	0	1	1
KCNMA1	0.34414257537260595	0.5660884046747419	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.75	1	0	1	1	0	0.9231400000000001	No data	-0.7897478641383622	-0.8244642795500706	0	-1	No data	0	0.5	0
ADGRB3	0.3436696895211626	0.5653105433568071	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.91787	No data	-0.9511356532610961	No data	0	No data	No data	0	0.75	0
SLC40A1	0.3425796428339301	0.5602498712897731	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06535256074324927	No data	No data	No data	1	0	1	1	0	0.5271450000000002	No data	-0.7696395082308815	-0.9503717790238905	0	No data	No data	No data	-1	-1
C1D	0.33994044366760695	0.5591762171009129	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5035449999999997	No data	0.3881016878516357	0	0	No data	No data	No data	-1	-1
CDH4	0.3353042650830254	0.5515500553686965	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.6124450000000004	No data	-0.6744113356949364	-0.12511711754295884	0	No data	No data	-0.12118000000000002	0.75	0.5
AP5Z1	0.3346117605986536	0.5504109380759183	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.5911648260054179	-0.29395979651980153	0	No data	No data	0	-1	0
NLGN1	0.3342063343327717	0.5497440426538165	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.7924100000000003	No data	-0.6650343821629506	-0.17077894484562928	0	No data	No data	-0.2615649999999999	0.5	0
CAVIN3	0.33391165346450347	0.5492593150015476	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.06130500000000012	No data	0.8317357782871431	-0.6124549366298212	0	No data	No data	0	-1	0
GRIA4	0.3297895297008088	0.5424787344159131	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.9279400000000002	No data	-0.5892894352990206	-0.3394974170031073	0	No data	No data	-0.2876950000000001	0.75	0.5
PKP4	0.328800843151928	0.5408524201170405	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.8196300000000001	No data	-0.33058970618878936	-0.21934101434446546	0	No data	No data	0	1	-1
TRIM35	0.32840929507624894	0.5402083532640083	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.08721999999999994	No data	-0.25724109189414457	0	0	No data	No data	0	-1	-1
