symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
REEP1	0.019402942370946846	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7887349999999997	No data	-0.8491352365076057	-0.3248723941583878	0	No data	No data	0	0.5	0
MAFB	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.86068	No data	-0.631173161075224	-0.8988058573089747	0	No data	No data	0	0.5	0
MTMR12	0.4253095044537733	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6996018397565769	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.47790999999999995	No data	-0.7912065013544488	0	0	No data	No data	0	-1	-1
LY6G6F	0.0012710510928397667	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	0.39820795999166503	-0.022060910089015118	No data	No data	No data	0	0.5	0.5
LEAP2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0.2207799999999999	No data	0.8884142529693686	-0.6554331108209621	0	No data	No data	No data	1	0
NUPR2	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.972285892894353	No data	0	No data	No data	0	1	0
TRIM27	0.00406537840153172	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9415199999999999	No data	-0.832881850385497	-0.7083446235219534	0	No data	No data	0	-1	0
PDE9A	0.3194172787269486	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5254171691611017	No data	No data	No data	No data	No data	1	1	0	1	1	1	0.15683000000000008	1	-0.5156282558866431	No data	0	No data	No data	0	0.5	0
BIN1	0.03658840561378548	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.738615	No data	-0.6690977286934778	-0.80519892451376	0	No data	No data	0	0.75	-1
CHI3L2	0.02014945200772363	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	No data	No data	0.5755365701187747	No data	0	No data	No data	0	0.5	0
AQP10	0.0010625373641338853	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	No data	No data	0.24421754532194218	No data	0	No data	No data	0	1	0.5
DYRK3	0.2307555316921557	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.37957532765032703	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.4812899999999999	No data	0.19295686601375284	0	0	No data	No data	-0.000849999999999973	0.5	0
PRKCI	0.20075209743722108	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3302219565547859	No data	No data	No data	No data	No data	1	0	0	1	1	1	0.9161099999999998	0	-0.5739737445301105	No data	0	No data	No data	-0.27433000000000013	-1	-1
VCAN	0.005208291531400804	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0	No data	-0.8874765576161701	-0.9571284397891927	0	No data	No data	0	0.5	0
EIF2AK1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.08729999999999975	0	-0.24640550114607207	-0.558717658824401	0	No data	No data	0	-1	-1
LTB	0.0380205275506887	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	0.5	0	0	0	0	0	0	No data	0.9431131485726192	-0.8497700157830629	0	-1	No data	0	0.75	0
PM20D1	0.0018478992734235094	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0	No data	0.5366743071473223	-0.25301748681048286	0	No data	No data	0	0.75	0.5
ADNP	0.015353168452168478	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7141550000000002	No data	-0.9631173161075224	-0.43957067362037694	0	No data	No data	0	-1	-1
UGT1A1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0	No data	0.48166284642633883	No data	0	-1	No data	-0.3198875000000001	0.75	0.5
CNTN2	0.020309847080275632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.5240400000000001	No data	-0.5768910189622838	-0.22578539780377826	0	No data	No data	0	1	0.5
CA4	0.24758266712997276	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15198269940290526	0.36896197412914566	No data	No data	No data	No data	No data	1	0	0	1	1	0	0	0	0.2917274432173369	-0.6007611519457762	0	No data	No data	0	0.5	0
UCP2	0.01245203386964968	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8058250000000001	No data	0.6495103146488852	-0.8564913998781228	0	No data	No data	-0.3122975	0.5	-1
MAGEC3	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	No data	0.7695353198583039	No data	0	No data	No data	0	0.5	0.5
IL18R1	0.026305529400364232	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5	0	0	0	0	0	0	No data	-0.09762450510523024	-0.39602281980394116	0	No data	No data	0	0.5	0
AIM2	0.004052648428759247	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.7095228172535946	-0.8174853538455412	0	No data	No data	0	0.5	0
RARG	0.1651682087452911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.27168916165160206	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.9008800000000001	1	-0.842779745780371	-0.7868117977957109	0	-1	No data	-0.26762000000000014	0.5	-1
EPAS1	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.41379499999999964	1	-0.6501354448843509	-0.9690222986028165	0	-1	-1	0	0.5	-1
GDF7	0.0017162380374261806	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0	No data	-0.33652844342571364	-0.6507745979827795	0	No data	No data	0	0.5	0
CSHL1	0.01661323043450182	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0	No data	0.9329026880600124	-0.9000861059140658	0	No data	No data	-0.7635124999999998	1	1
ENSG00000279977	0.0021488698809968474	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
DDX60	0.004161608161343143	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.39445717857887064	No data	0	No data	No data	-0.13697499999999999	0.5	-1
ANXA5	0.007925434661571938	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.671875	No data	0.5748072515107314	0	0	No data	No data	0	-1	-1
SH3GLB2	0.29210148801462893	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4804847676120516	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.835445	No data	-0.20389664513440298	No data	0	No data	No data	0	-1	-1
PON1	0.03064371074777067	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	1	1	0	0.11267500000000012	No data	0.44217545321942064	-0.5724339072302304	0	-1	No data	-0.14788749999999987	1	0.5
VIM	0.011469282252971887	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5	0	0	0	0	1	0.8712449999999997	No data	-0.5950197957907897	-0.908290452676867	0	No data	No data	-0.028969999999999985	-1	-1
EEPD1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.53427	No data	-0.3992498437174411	0	0	No data	No data	No data	0.5	-1
NDUFA10	0.2944370261751426	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	0.4372553820558271	No data	No data	No data	No data	No data	1	0	0	0	1	0	0	No data	0.23025630339654102	-0.4700118918221574	0	No data	No data	0	0.5	-1
MFAP4	0.0044349582562164215	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0.72549	No data	-0.2993331944155032	-0.21801978091556873	0	No data	No data	0	-1	-1
SLC16A7	0.2765787243569615	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4543430692891695	No data	No data	No data	No data	No data	No data	1	0	0	1	0	0	No data	-0.10439674932277554	No data	0	No data	No data	0	0.5	-1
TOMM40	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6537399999999998	No data	-0.8807043133986248	-0.6797644396463925	-1	No data	No data	0	-1	-1
GABRG2	0.27718489101352634	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4559480982087158	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.94737	No data	-0.6279433215253178	-0.9311183169817097	0	-1	No data	-0.3157900000000001	0.75	0
C9	0.0149347219278088	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	1	1	0	0	No data	0.6240883517399458	-0.48058175925333096	0	No data	No data	0	1	0.5
PPP1R14C	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5454549999999998	No data	0.4935403209001876	0	0	No data	No data	0	0.5	0
MIRLET7A1HG	0.0011954705870529882	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
CXCR3	0.028878991026223134	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	1	1	0	0.2934800000000003	No data	0.07272348405917906	-0.793145888549033	0	No data	No data	0	0.5	0.5
ELANE	0.01823004301315403	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	1	1	1	0	0	1	0.26880600125026044	-0.7911556498030555	0	-1	No data	0	1	0
RABGEF1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7861499999999999	No data	-0.3130860595957491	-0.6955011928945348	0	No data	No data	0	0.5	-1
AOC1	0.017000673315496286	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	1	1	1	1	0.0013300000000000978	0	0.07386955615753288	-0.7809177085659577	0	No data	No data	0	0.75	0
CST7	0.009485882936907346	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0	No data	0.9499895811627423	No data	0	No data	No data	0	1	0
PNO1	0.34697556883993497	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5653518503420943	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5634900000000002	No data	-0.293915399041467	No data	-1	No data	No data	No data	-1	-1
HSPB1	0.029501825070564733	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5	1	0	1	1	0	0.21950999999999965	No data	0.8918524692644301	-0.6416911181591145	0	No data	No data	0	0.5	-1
ALDH8A1	0.315715246648169	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5193276074982879	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.4969200000000001	No data	0.5855386538862264	No data	0	No data	No data	0	0.75	0
MCRIP1	0.0013696969650619803	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5360799999999998	No data	0.29162325484475926	-0.7685809023193398	0	No data	No data	0	-1	-1
SPTLC1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.5877400000000002	No data	0.08470514690560527	-0.6660532723281481	-1	No data	No data	0	-1	-1
DCK	0.009568011793503948	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	1	0.6730750000000001	No data	0.1571160658470514	0	0	-1	No data	0	0.75	-1
IRAK1	0.011251653353734252	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.05196499999999986	1	-0.7772452594290478	0	0	No data	No data	0	-1	-1
PDGFRA	0.43357357700059923	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5454490211904267	0.5752332974331604	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.5913699999999998	0	-0.9233173577828714	-0.9731529052469406	0	No data	-1	0	0.5	-1
H4C5	0.0030902295557163517	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	No data	No data	No data	No data	No data	No data	-0.6430077798460426	0	No data	No data	-1	-1	0
ATF5	0.3695798546847018	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.39716499999999966	No data	-0.16149197749531152	-0.7857306934248034	0	No data	No data	0	1	-1
IGFBP7	0.017234329912513613	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0.5567399999999999	No data	0.25442800583454894	0	0	No data	No data	0	-1	-1
TAFA5	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0.9621200000000002	No data	-0.06386747239008128	No data	0	No data	No data	No data	1	0
ZNF519	0.001955410645175886	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.8474682225463639	0	0	No data	No data	0	0.5	0.5
RNF39	0.004229636114724921	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.16193000000000027	No data	0.34059178995624095	No data	0	No data	No data	0	0.5	0
ENSG00000272498	0.0023918295511224895	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
AMIGO2	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.40613000000000027	No data	-0.434152948530944	No data	0	No data	No data	0	-1	0
QPCT	0.39704704895018	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6522003503126582	No data	No data	No data	No data	No data	No data	0	1	1	1	1	0.0997250000000001	No data	0.6383621587830799	No data	0	No data	No data	0	0.5	0
GRIK3	0.09239496367117545	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15198269940290526	No data	No data	No data	No data	No data	No data	1	1	0	0	1	0	0.9510350000000003	No data	-0.8962283809126902	-0.26586578507523884	0	-1	No data	-0.4396075	0.5	0
IGHV3-35	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	-0.7649574999999998	0.75	0.5
CLEC12A	0.0042501683288740716	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	0.562304646801417	-0.5471541451965541	0	No data	No data	0	0.5	0
PTH	0.3383563986486222	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5500813165695068	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0	No data	0.7501562825588663	-0.5830277623990878	0	No data	No data	No data	1	0.5
ENSG00000260417	0.0029134805211199068	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
HOMER1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9011299999999999	No data	-0.9456136695144822	-0.15555833574473904	0	-1	No data	0	0.5	0
ISG15	0.009652470205173144	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0	No data	0.7468222546363825	0	0	No data	No data	0	0.5	-1
KCNH3	0.5880138661434618	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9672381600892619	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.8014749999999999	No data	-0.8284017503646592	-0.31701090703767615	0	No data	No data	0	0.75	0
GZMH	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.8066263804959366	No data	0	No data	No data	-0.28861750000000014	0.5	0
TOR2A	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	0	0.31464	No data	-0.15659512398416342	No data	0	No data	No data	0	-1	-1
PARP1	0.025957893535089045	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	1	0.6252450000000003	1	-0.5226088768493435	-0.884680275402629	0	No data	No data	0	-1	-1
TBCA	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6296300000000002	No data	0.14482183788289227	No data	-1	No data	No data	No data	-1	-1
KAT5	0.36977458883036013	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6073613462242904	No data	No data	No data	No data	No data	No data	0	0	1	1	1	0.6520150000000001	No data	-0.5327151489893728	-0.6972640415923922	-1	No data	No data	0	-1	-1
IGKV3D-20	0.0022910708622392206	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	-0.9137924999999999	0.5	0
ACSL1	0.2623948191120044	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4316195529867469	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.24069000000000002	No data	-0.5272973536153365	No data	0	No data	No data	-0.1654724999999999	0.5	-1
FKBP5	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.35448499999999966	1	-0.6048135028130861	-0.6226492049380213	0	-1	No data	0	0.5	-1
IGLV6-57	0.0010856674857989764	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	1	1	0	No data	No data	No data	No data	No data	No data	No data	-0.2521374999999999	0.5	0
GAK	0.3306519566396698	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5438973612435869	No data	No data	No data	No data	No data	No data	0	0	1	1	1	0.14187500000000028	1	-0.6181496145030214	-0.8352283539598976	0	No data	No data	0	-1	-1
FASLG	0.029795005358001735	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.75	1	1	0	0	0	0	No data	-0.23911231506563868	-0.9328224210938252	0	No data	No data	0	0.5	0.5
MBP	0.050406826475625215	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	-0.15065638674723902	-0.7337267052489033	0	No data	No data	No data	1	-1
FRMD4A	0.22590962171772624	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.37160417370736576	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7305100000000003	No data	-0.9532194207126484	-0.5769789502256353	0	No data	No data	0	0.5	-1
NDUFAF3	0.1144640520078783	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.02173999999999978	No data	0.1933736195040634	No data	0	No data	No data	No data	0.5	-1
STMN1	0.009680938971324273	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9328850000000003	No data	0.04219629089393617	-0.6288349954744371	0	No data	No data	-0.22818749999999993	0.5	-1
OGA	0.012001079170178232	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.8635350000000003	1	-0.7330693894561366	-0.5798412418417678	0	No data	No data	No data	-1	-1
SEMA4A	0.019906578023946287	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.18528499999999964	No data	-0.3301729526984788	-0.2829464021689321	0	No data	No data	0	0.5	0
CD55	0.02985074696999852	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	0	0	No data	0.4235257345280268	-0.26625668253940943	0	No data	No data	0	-1	-1
EXT2	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7701949999999996	No data	-0.1776411752448427	-0.44045089670747384	0	No data	No data	0	-1	-1
HNRNPC	0.02179575403714544	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8976100000000002	No data	-0.7634923942488019	-0.7963879467785456	-1	No data	No data	-0.7696249999999999	-1	-1
YARS2	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	1	0.22432000000000016	No data	0.41352365076057507	No data	-1	No data	No data	No data	-1	-1
DNAI2	0.2539090948675231	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.41766118095193777	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.23967000000000027	No data	0.09001875390706404	-0.5556451348609656	0	No data	No data	0	0.75	0.5
EXOC3L1	0.0019220677602541604	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	0.29506147113982073	0	0	No data	No data	0	1	0
KCND3	0.5891611036090456	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9672381600892619	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.9694650000000002	No data	-0.785684517607835	-0.23767649866384855	0	No data	No data	-0.33587750000000016	0.5	0
ELAVL2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9860750000000003	No data	-0.9008126693061055	-0.6538464657049644	0	No data	No data	-0.7562674999999999	0.75	0.5
PGF	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	1	0	1	0	0	No data	-0.1405501146072098	-0.6481671044817805	0	No data	No data	0	0.5	0
F2RL3	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5	1	0	1	1	0	0	0	0.7040008335069807	0	0	No data	No data	0	0.5	0
CFLAR	0.01342437225499732	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	-0.9192540112523442	-0.843928380826735	0	-1	No data	0	-1	-1
ADCK1	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.41682500000000006	No data	0.4344655136486768	0	0	No data	No data	0	-1	-1
HSPE1	0.009496149043981921	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	No data	No data	-0.42727651594082106	No data	-1	No data	No data	No data	-1	-1
PNMA2	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.1982704730152116	No data	0	No data	No data	0	1	0
NDUFB1	0.1144640520078783	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	0.9213377787038965	No data	-1	No data	No data	No data	-1	-1
KNG1	0.004784005896751974	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0	No data	0.013752865180245877	-0.17077894484562928	0	-1	No data	0	1	0.5
CMC4	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.41176499999999977	No data	0.7578662221296104	No data	0	No data	No data	No data	-1	-1
LINGO1	0.0936784059609456	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1473387835878165	No data	No data	No data	No data	No data	No data	0.5	1	0	0	0	0	0.9596800000000002	No data	-0.890498020420921	0	0	No data	No data	0	1	0
PTPRD	0.3272470131600108	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5376885569698561	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9058599999999999	No data	-0.9717649510314649	-0.5893333516241286	0	No data	No data	-0.31354499999999985	0.5	0
PAK1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	1	1	1	0.9541299999999999	1	-0.419045634507189	-0.2327005891191361	0	-1	No data	-0.5321100000000001	0.5	-1
ALG1	0.005523165606121377	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.61471139820796	-0.5413669243922955	-1	No data	No data	0	-1	-1
CPZ	0.004760666449378055	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	0	0.07208499999999987	No data	0.9840591789956241	No data	0	No data	No data	0	0.5	0
