symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
CCL2	0.08467071806307107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5	0	1	1	1	0	0	No data	0.10950197957907903	-0.9570952464677102	0	-1	No data	-0.3434349999999998	0.5	-1
CLDN9	0.0015842197268549358	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.86175	No data	0.9231089810377162	-0.25630714545137656	0	No data	No data	-0.3202774999999999	0.75	0
NTNG2	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.6981149999999999	No data	-0.886643050635549	0	0	No data	No data	0	0.75	0
FBLN2	0.009239496367117545	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	0	0.09829500000000024	No data	-0.47030631381537824	No data	0	No data	No data	0	0.5	0
PTPN11	0.0051535857514366755	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5	0	0	1	1	0	0.9747050000000002	1	-0.9531152323400709	-0.9833299003945375	-1	-1	-1	0	-1	-1
GADD45B	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.65625	No data	-0.009272765159408225	-0.197039622549256	0	-1	No data	0	-1	-1
CCL11	0.011088951002526918	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5	0	1	0	0	0	0	No data	0.7911023129818713	0	0	-1	No data	-0.27835	0.5	0
EPM2A	0.39834606167660414	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6552490238059777	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.4561950000000003	No data	0.4872890185455303	-0.9277599316363233	0	No data	No data	0	0.5	-1
MYLIP	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.80899	No data	-0.4500937695353199	-0.15555833574473904	0	No data	No data	0	-1	-1
NRP1	0.009108706162987458	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5	0	1	1	1	0	0.62622	No data	-0.7574494686392998	-0.9714335114250433	0	No data	No data	0	-1	-1
HNF4G	0.3109502204288414	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5114895011907147	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.75824	No data	-0.4209210252135862	-0.2684702641656919	0	No data	No data	-0.19230750000000008	1	0.5
DNM2	0.008302816757633318	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.9080449999999999	No data	-0.9105021879558242	-0.9513983510617979	-1	No data	-1	-0.49712749999999983	-1	-1
HNRNPDL	0.002751316695986113	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8571449999999998	No data	-0.4300896020004168	0	0	No data	No data	0	-1	-1
NUDT16L1	0.11783931237978494	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.19383672096024823	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.78673	No data	0.7710981454469681	-0.011491042657841566	0	No data	No data	0	-1	-1
TAS2R64P	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MCAT	0.0030966550196010563	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.3061054386330486	No data	0	No data	No data	No data	-1	-1
IGHV4-59	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	0	No data	No data	No data	No data	No data	No data	No data	-0.9784475	0.5	0
GABRD	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.6017699999999998	No data	-0.8321525317774536	-0.6917524958398502	0	No data	No data	0	1	0.5
KLK6	0.023450006706963445	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	1	1	0	0	No data	0.15617837049385286	-0.2581001681870293	0	No data	No data	0	1	0
ARPC3	0.2606883002229053	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42881245899545134	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8876399999999997	No data	-0.2811002292144197	No data	-1	No data	No data	No data	-1	-1
FAHD2A	0.35227884596967113	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.579471951994651	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.2515900000000002	No data	0.3480933527818295	No data	0	No data	No data	-0.9522300000000001	0.5	-1
UGT1A3	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0	No data	No data	No data	0	-1	No data	-0.8642325	1	0.5
CDKN2C	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6130949999999998	No data	0.04771827464055001	-0.7296744960345014	0	No data	-1	0	0.5	-1
UBL5	0.002369492018783328	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9315049999999999	No data	0.6646176286726402	No data	-1	No data	No data	No data	-1	-1
TNFRSF10C	0.01014291378968015	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	0.825484475932486	-0.652170382311242	0	No data	No data	0	0.5	0
CGB8	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	No data	No data	No data	No data	No data	0.95665763700771	-0.2545468018122199	No data	No data	No data	-1	1	0.5
PIK3R2	0.3548594520930133	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5805252164266603	No data	No data	No data	No data	No data	0.75	0	0	1	1	0	0.4436799999999998	No data	-0.5117732861012712	-0.25682263908570535	0	-1	No data	0	-1	-1
TAF4	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.1290300000000002	No data	-0.988747655761617	-0.2968774632995319	0	No data	No data	0	-1	0
CAVIN1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.6538449999999998	No data	0.21160658470514693	-0.9151753562655907	0	No data	No data	0	-1	-1
SERPINI1	0.0044144260420672715	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0.31707499999999983	No data	-0.3267347364034173	-0.12511711754295884	0	No data	No data	0	0.75	-1
ZNF711	0.001264577292597695	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7149949999999997	No data	-0.7491143988330902	-0.008214383754177601	0	No data	No data	0	0.5	0
IL33	0.02838715105015515	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.75	0	1	0	0	0	0	No data	0.7926651385705354	-0.8848157382817753	0	No data	No data	No data	0.5	0
EBI3	0.010533937237407354	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0	No data	-0.08491352365076055	-0.6253340692481657	0	No data	No data	0	1	0
DCLK1	0.1501031333756912	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.24174084482681246	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.9256749999999997	1	-0.853719524901021	-0.25087708865566993	0	No data	No data	-0.19256749999999984	0.5	0
PTGIR	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0	0	0.6917066055428214	-0.82241080995062	0	-1	No data	0	0.5	0
ATP8A2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.5707050000000002	No data	-0.3775786622212961	-0.9213747051954493	0	No data	No data	-0.15404000000000018	0.75	0.5
NOX1	0.01161096710134438	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5	1	0	1	1	0	0.20212999999999964	0	0.1889977078558034	-0.8147533098259004	0	No data	No data	0	1	0.5
GRIA2	0.09459062732175018	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15198269940290526	No data	No data	No data	No data	No data	No data	1	1	0	1	1	1	0.988675	No data	-0.8294436340904355	-0.9091797153086617	0	No data	No data	-0.26670499999999997	0.75	0
ICAM5	0.010717815785856353	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.24242500000000006	No data	-0.4425922067097312	No data	0	No data	No data	0	1	0.5
SAFB	0.0068372273116669826	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.3347850000000001	No data	-0.9501979579078975	-0.8711717920759912	0	No data	No data	-0.3320599999999999	-1	-1
TEK	0.027345213448121082	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	1	1	1	1	0.6441299999999999	1	-0.9115440716816003	-0.9228702238206545	0	-1	No data	0	0.5	0
