,CellType,annotLevel,p,fold_change,sd_from_mean,q
Inh_L3_6_VIP_KCTD13,Inh_L3_6_VIP_KCTD13,2,0.0299,1.17502433302512,2.31144995591901,0.0652363636363636
Inh_L5_6_SST_TH,Inh_L5_6_SST_TH,2,0.0305,1.2194330101204,2.28023552101165,0.0653571428571428
Inh_L1_2_PAX6_SCGN,Inh_L1_2_PAX6_SCGN,2,0.0368,1.22745430237747,2.13169539667206,0.0774736842105263
Inh_L1_5_VIP_KCNJ2,Inh_L1_5_VIP_KCNJ2,2,0.0381,1.17545765004906,2.20088803412538,0.0778983050847458
Inh_L5_PVALB_CNTNAP3P2,Inh_L5_PVALB_CNTNAP3P2,2,0.0383,1.08311864200429,1.88795352788103,0.0778983050847458
Exc_L4_5_RORB_HNRNPA1P46,Exc_L4_5_RORB_HNRNPA1P46,2,0.0404,1.1052693708984,2.01767137797422,0.080655737704918
Exc_L4_5_RORB_ASCL1,Exc_L4_5_RORB_ASCL1,2,0.041,1.15687291846185,1.94833153736308,0.080655737704918
Inh_L1_VIP_SOX11,Inh_L1_VIP_SOX11,2,0.0423,1.19888211950818,1.97091708152099,0.0818709677419355
Inh_L1_2_PVALB_TAC1,Inh_L1_2_PVALB_TAC1,2,0.0445,1.17311533727703,1.92155084607477,0.0847619047619047
Inh_L5_6_SST_ISOC1,Inh_L5_6_SST_ISOC1,2,0.0468,1.13933779382159,1.97693467241518,0.08775
Exc_L3_5_FEZF2_ONECUT1,Exc_L3_5_FEZF2_ONECUT1,2,0.0481,1.1983053190989,1.99571559675968,0.0885454545454545
Oligo_L4_6_MOBP_COL18A1,Oligo_L4_6_MOBP_COL18A1,2,0.0487,1.17324802010282,1.72417989568091,0.0885454545454545
Inh_L1_LAMP5_GGT8P,Inh_L1_LAMP5_GGT8P,2,0.0502,1.1518848237096,1.82441394015653,0.089910447761194
Inh_L1_6_PVALB_SCUBE3,Inh_L1_6_PVALB_SCUBE3,2,0.0555,1.13355507057741,1.77814722435638,0.0979411764705882
Inh_L6_LAMP5_C1QL2,Inh_L6_LAMP5_C1QL2,2,0.0581,1.11051426269471,1.62894759014051,0.10104347826087
Exc_L6_FEZF2_TBC1D26,Exc_L6_FEZF2_TBC1D26,2,0.0642,1.12808590052455,1.74406566758266,0.110057142857143
Inh_L2_4_PVALB_C8orf4,Inh_L2_4_PVALB_C8orf4,2,0.0711,1.05903120597996,1.50662918103636,0.120169014084507
Inh_L1_VIP_PCDH20,Inh_L1_VIP_PCDH20,2,0.0726,1.11600356548591,1.55308021308446,0.121
Exc_L6_FEZF2_TBCC,Exc_L6_FEZF2_TBCC,2,0.0739,1.12799873968473,1.60404521507999,0.121479452054795
Inh_L1_VIP_PRSS8,Inh_L1_VIP_PRSS8,2,0.0786,1.09886292568974,1.50910590822929,0.127459459459459
Inh_L3_6_PVALB_MFI2,Inh_L3_6_PVALB_MFI2,2,0.0828,1.14331524199228,1.52061179783483,0.13248
Exc_L4_5_RORB_RPL31P31,Exc_L4_5_RORB_RPL31P31,2,0.0924,1.05116860077784,1.35744045916803,0.145894736842105
Inh_L2_4_VIP_LGI2,Inh_L2_4_VIP_LGI2,2,0.097,1.10151907036768,1.37041921376548,0.149846153846154
Exc_L5_6_FEZF2_RSAD2,Exc_L5_6_FEZF2_RSAD2,2,0.0974,1.11643888584069,1.3774288913597,0.149846153846154
Exc_L5_RORB_LINC01202,Exc_L5_RORB_LINC01202,2,0.1044,1.06821132468182,1.28752156209579,0.158582278481013
Inh_L1_PAX6_GRIP2,Inh_L1_PAX6_GRIP2,2,0.1061,1.10436925331399,1.2902855464751,0.159111111111111
Exc_L3_4_RORB_RPS3P6,Exc_L3_4_RORB_RPS3P6,2,0.1074,1.09652507925786,1.17883569476701,0.159111111111111
Exc_L6_THEMIS_EGR3,Exc_L6_THEMIS_EGR3,2,0.1092,1.05150730712578,1.23546255402465,0.15980487804878
Inh_L1_VIP_TNFAIP8L3,Inh_L1_VIP_TNFAIP8L3,2,0.1106,1.09773358135008,1.19068384232873,0.159903614457831
Inh_L5_6_PVALB_STON2,Inh_L5_6_PVALB_STON2,2,0.1157,1.05735310664136,1.22919146692899,0.165285714285714
Inh_L1_3_VIP_ACHE,Inh_L1_3_VIP_ACHE,2,0.1175,1.06852387269945,1.13936544165818,0.165882352941176
Exc_L4_5_RORB_AIM2,Exc_L4_5_RORB_AIM2,2,0.1288,1.09855919389221,1.12611382305879,0.179720930232558
Inh_L5_6_PVALB_FAM150B,Inh_L5_6_PVALB_FAM150B,2,0.1311,1.06594579391084,1.12145015701823,0.180827586206897
Exc_L2_3_LINC00507_RPL9P17,Exc_L2_3_LINC00507_RPL9P17,2,0.1337,1.04731030628483,1.10816549212996,0.1816
Inh_L6_LHX6_GLP1R,Inh_L6_LHX6_GLP1R,2,0.1352,1.08894697370713,1.08266019432196,0.1816
Exc_L4_5_RORB_LCN15,Exc_L4_5_RORB_LCN15,2,0.1362,1.043370088063,1.10534164278771,0.1816
Exc_L3_RORB_CARTPT,Exc_L3_RORB_CARTPT,2,0.1406,1.0503052365086,1.07355291424328,0.185406593406593
Exc_L3_5_THEMIS_ELOF1,Exc_L3_5_THEMIS_ELOF1,2,0.1466,1.05734398900823,0.984592514867119,0.191217391304348
Oligo_L4_6_OPALIN,Oligo_L4_6_OPALIN,2,0.1562,1.11018877549099,1.00462202656225,0.201548387096774
Inh_L1_3_VIP_SSTR1,Inh_L1_3_VIP_SSTR1,2,0.1579,1.07532289706555,0.922790032552164,0.201574468085106
Inh_L6_LAMP5_ANKRD20A11P,Inh_L6_LAMP5_ANKRD20A11P,2,0.1679,1.09665171554029,0.92947676319654,0.212084210526316
Exc_L3_5_RORB_HSPB3,Exc_L3_5_RORB_HSPB3,2,0.1761,1.05131551790668,0.825550439257311,0.220125
Inh_L5_6_SST_KLHL14,Inh_L5_6_SST_KLHL14,2,0.18,1.07537861758867,0.847690563944449,0.222680412371134
Exc_L3_5_RORB_CD24,Exc_L3_5_RORB_CD24,2,0.1866,1.06367115985369,0.850919453432729,0.228489795918367
Inh_L1_3_PVALB_WFDC2,Inh_L1_3_PVALB_WFDC2,2,0.2035,1.04420779278265,0.532117724523928,0.242851485148515
Exc_L6_THEMIS_LINC00343,Exc_L6_THEMIS_LINC00343,2,0.2036,1.03023983276021,0.819203679064672,0.242851485148515
Exc_L5_RORB_SNHG7,Exc_L5_RORB_SNHG7,2,0.2044,1.03195137225283,0.815979057546501,0.242851485148515
Inh_L1_3_VIP_CCDC184,Inh_L1_3_VIP_CCDC184,2,0.2147,1.06092359815902,0.730993646881126,0.252588235294118
Exc_L6_THEMIS_C6orf48,Exc_L6_THEMIS_C6orf48,2,0.2246,1.05337088529891,0.605666771649501,0.261669902912621
Exc_L3_5_THEMIS_UBE2F,Exc_L3_5_THEMIS_UBE2F,2,0.2511,1.0264200461365,0.392260404927951,0.289730769230769
Exc_L5_6_THEMIS_TMEM233,Exc_L5_6_THEMIS_TMEM233,2,0.265,1.02650147311031,0.61450852316359,0.302803738317757
Inh_L1_3_PAX6_NABP1,Inh_L1_3_PAX6_NABP1,2,0.2695,1.03653389117979,0.475417912098207,0.302803738317757
Exc_L3_5_FEZF2_DCN,Exc_L3_5_FEZF2_DCN,2,0.27,1.0578051828697,0.49255935644999,0.302803738317757
Inh_L1_6_VIP_RCN1,Inh_L1_6_VIP_RCN1,2,0.2798,1.03496624046573,0.421593835675969,0.310888888888889
Exc_L5_FEZF2_MORN2,Exc_L5_FEZF2_MORN2,2,0.3037,1.02263415881655,0.251862435135978,0.334348623853211
Inh_L4_5_PVALB_TRIM67,Inh_L4_5_PVALB_TRIM67,2,0.3164,1.02147573674747,0.260467299091233,0.345163636363636
Inh_L1_ADARB2_DISP2,Inh_L1_ADARB2_DISP2,2,0.3476,1.02793952349189,0.26906703496466,0.375783783783784
Exc_L5_6_THEMIS_OR1J1,Exc_L5_6_THEMIS_OR1J1,2,0.4189,0.987320721639955,-0.120182950658002,0.448821428571429
Exc_L5_6_THEMIS_GPR21,Exc_L5_6_THEMIS_GPR21,2,0.4469,1.00423361555184,0.0865452456731051,0.474
Exc_L3_5_LINC00507_SLN,Exc_L3_5_LINC00507_SLN,2,0.4503,0.990858320865566,-0.0954030958965267,0.474
Inh_L2_4_SST_AHR,Inh_L2_4_SST_AHR,2,0.4919,0.987972974138638,-0.160476055688718,0.512172413793104
Exc_L5_FEZF2_SCN7A,Exc_L5_FEZF2_SCN7A,2,0.4951,0.977047029696915,-0.222479995194612,0.512172413793104
Inh_L3_4_PVALB_HOMER3,Inh_L3_4_PVALB_HOMER3,2,0.5135,0.995605525720582,-0.0878463143203312,0.526666666666667
Inh_L1_2_VIP_RPL41P3,Inh_L1_2_VIP_RPL41P3,2,0.5498,0.97213147744166,-0.314140241681458,0.559118644067797
Exc_L3_LINC00507_PSRC1,Exc_L3_LINC00507_PSRC1,2,0.5702,0.98745256233144,-0.234710875693019,0.574991596638656
Exc_L4_6_RORB_HPCA,Exc_L4_6_RORB_HPCA,2,0.8559,0.950122242476818,-1.0124297182666,0.8559
