symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
CDHR3	0.5101475263450486	0.8354347438721534	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07438399762843953	No data	No data	No data	1	0	0	0	0	0	No data	0.4227964159199833	No data	0	No data	No data	0	0.75	0
JAZF1	0.5031978967147371	0.8277223307186471	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9794249999999998	No data	-0.6228380912690143	-0.37488308494159406	0	No data	No data	No data	0.5	-1
ZNF652	0.501401130470466	0.824766786680855	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5462049999999998	No data	-0.6140862679724943	0	0	No data	No data	0	-1	0
CD28	0.5064696159856203	0.815726368349445	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3475538427602524	No data	No data	0.5	1	0	0	0	0	0	No data	-0.24557199416545117	-0.2598204566637946	0	No data	No data	0	0.75	0
MECOM	0.49377483539204337	0.8122221103650902	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.9519691602417171	-0.9739254239976997	0	No data	No data	0	0.5	0
TNFRSF11A	0.4974870747740185	0.811497684276758	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1366155597966115	No data	No data	No data	1	0	0	0	0	0	No data	-0.3791414878099604	-0.760867333973634	0	-1	No data	0	0.5	0
SHARPIN	0.49332357771054075	0.8114798257444138	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	0	0	No data	0.08595540737653673	-0.7749150456528103	0	No data	No data	0	-1	-1
RUNX3	0.49273038801239566	0.8097441602366843	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.015198269940290528	No data	No data	No data	0	0	0	0	0	0.5421700000000002	No data	-0.5942904771827464	-0.899516250029273	0	No data	No data	-0.1506025000000001	0.5	0
CDC42SE2	0.4868056810093541	0.7983773183044297	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.047621245812910315	No data	No data	No data	1	0	0	0	0	1	No data	-0.3569493644509273	No data	0	No data	No data	0	-1	-1
HDAC7	0.48398948905580713	0.7961259586736806	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.29364500000000004	No data	-0.8400708480933528	-0.8877660593665548	0	No data	No data	0	-1	-1
IL2	0.4915095539212303	0.7956437523330266	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.25704284044848985	No data	No data	No data	0	1	1	1	0	0	0	-0.12533861221087728	-0.9039313606550076	0	No data	No data	No data	No data	No data
RIN3	0.4823942280646418	0.7935018754763288	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.011877474473848681	-0.22578539780377826	0	No data	No data	0	0.5	0
TSPAN8	0.48131276583898963	0.7917229522339122	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.0948114190456345	-0.37488308494159406	0	No data	No data	0	0.5	0
LRRC32	0.47865608409914573	0.7867449817043424	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0	No data	0.013231923317357674	-0.5302215864009802	0	No data	No data	0	-1	-1
CARD11	0.5617540575873562	0.7828001803580834	No data	0.5592963338026914	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	No data	0	0	0	0	0	0.6057200000000001	No data	-0.8544488435090644	-0.31519331640449844	0	No data	-1	0	0.5	0
SPATA32	0.4749866012291269	0.7813168918159891	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	No data	0.6085642842258805	No data	0	No data	No data	No data	1	1
SLC9A4	0.4733408026431106	0.7786096781125839	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.1666649999999997	No data	0.2334861429464472	-0.22629279079719483	0	No data	No data	0	1	0.5
